CTGRY_NM,FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,HMPG_URL,TEL_NO,BASE_DE
오락실,관저노리터,대전광역시 서구 관저북로13번길 5  108호 (관저동  대주프라자),30,30170,127.336723,36.302784,대전,,,2021-12-31
볼링장,관저노블레스볼링장,대전광역시 서구 관저중로 70,30,30170,127.335269,36.298243,대전,_,042-545-4169,2021-12-31
오락실,사오정 게임랜드,대전광역시 서구 대덕대로 141  지하층 (갈마동),30,30170,127.374555,36.346284,대전,,,2021-12-31
볼링장,둔산그랜드볼링센터,대전광역시 서구 대덕대로 150 큰마을아파트,30,30170,127.376843,36.34443,대전,_,042-528-1100,2021-12-31
볼링장,브래그볼링센터 대전점,대전광역시 서구 대덕대로 226 명동프라자 7층,30,30170,127.379863,36.352738,대전,http://www.instagram.com/bragg_bowling,042-488-3334,2021-12-31
오락실,시네마게임존,대전광역시 서구 대덕대로 325  9층 18호 (월평동  스타게이트),30,30170,127.378921,36.361916,대전,,,2021-12-31
볼링장,스타락볼링,대전광역시 서구 대덕대로 325 스타게이트 6층,30,30170,127.378921,36.361916,대전,https://starbowling.modoo.at/,042-471-3359,2021-12-31
오락실,가족오락관,대전광역시 서구 대덕대로185번길 30  1층 (둔산동  명성빌딩),30,30170,127.376003,36.350563,대전,,,2021-12-31
오락실,퍼니존,대전광역시 서구 도마로 34 (도마동),30,30170,127.373889,36.322343,대전,,,2021-12-31
오락실,장수 게임랜드,대전광역시 서구 도산로 441  2층 (탄방동),30,30170,127.39766,36.342086,대전,,,2021-12-31
볼링장,로얄볼링장,대전광역시 서구 도산로 64,30,30170,127.379832,36.314461,대전,_,042-532-3711,2021-12-31
오락실,몰랑랜드,대전광역시 서구 도산로369번길 58  1층 (괴정동),30,30170,127.389893,36.339469,대전,,,2021-12-31
오락실,플레이존,대전광역시 서구 도산로369번길 92  1층 (괴정동),30,30170,127.388625,36.340643,대전,,,2021-12-31
오락실,스타리그1,대전광역시 서구 도안동로11번길 22  1층 101 102 103호 (가수원동),30,30170,127.351625,36.306255,대전,,,2021-12-31
오락실,스타리그2,대전광역시 서구 도안동로11번길 22  1층 104 105 106호 (가수원동),30,30170,127.351625,36.306255,대전,,,2021-12-31
볼링장,샤크락 볼링장,대전광역시 서구 도안북로 88 캠퍼스타운 지하 1층,30,30170,127.338754,36.325912,대전,http://blog.daum.net/sharkrock,042-825-0660,2021-12-31
오락실,뉴들365게임서비스,대전광역시 서구 도안북로93번길 25  111호 (도안동),30,30170,127.338587,36.331193,대전,,,2021-12-31
오락실,플레이존 둔산점,대전광역시 서구 둔산남로105번길 34  1층 (둔산동),30,30170,127.389483,36.350615,대전,,,2021-12-31
VR테마파크,대전시청역스포츠융복합체험장,대전광역시 서구 둔산동 1547,30,30170,127.38665,36.352493,대전,,,2021-12-31
오락실,심심풀이,대전광역시 서구 둔산로 133  113호 (둔산동  현대아이텔),30,30170,127.388763,36.351603,대전,,,2021-12-31
볼링장,갤러리볼링장,대전광역시 서구 둔산로 18 향촌월드프라자 10층,30,30170,127.375702,36.351914,대전,_,042-485-0907,2021-12-31
오락실,뿅뿅오락실,대전광역시 서구 둔산로 32-14 (둔산동 1층),30,30170,127.376933,36.351217,대전,,,2021-12-31
오락실,슈퍼스타,대전광역시 서구 둔산로 32-17  2층 (둔산동),30,30170,127.377214,36.350939,대전,,,2021-12-31
VR테마파크,브이알플러스 대전둔산점,대전광역시 서구 둔산로 32-21,30,30170,127.377071,36.350713,대전,,042-489-5111,2021-12-31
VR테마파크,못된VR 둔산점,대전광역시 서구 둔지로 19,30,30170,127.376072,36.351627,대전,"https://blog.naver.com/pd0002, https://www.facebook.com/badbadvr, https://www.badvr.co.kr/",042-485-3005,2021-12-31
오락실,KPI 엔터테인먼트,대전광역시 서구 문정로 77  155호 (탄방동  로데오 타운),30,30170,127.387982,36.347354,대전,,,2021-12-31
오락실,메가박스(주) 대전지점,대전광역시 서구 문정로 77  로데오 타운 5층 (탄방동),30,30170,127.387982,36.347354,대전,,,2021-12-31
볼링장,에스엠볼링펍(SM볼링펍),대전광역시 서구 문정로 85,30,30170,127.388832,36.347043,대전,_,042-488-0753,2021-12-31
오락실,못된 강아지,대전광역시 서구 문정로89번길 10  103호 (탄방동),30,30170,127.389454,36.347289,대전,,,2021-12-31
오락실,변동오락실,대전광역시 서구 변동중로 59 (변동),30,30170,127.375793,36.329347,대전,,,2021-12-31
오락실,헤쳐모여게임장,대전광역시 서구 복수남로 50  1층 (복수동),30,30170,127.375873,36.298453,대전,,,2021-12-31
볼링장,갈마그랜드볼링센터,대전광역시 서구 신갈마로 95 갈마아파트,30,30170,127.368155,36.342835,대전,_,042-538-1511,2021-12-31
오락실,크레인 팩토리,대전광역시 서구 용문로 41-80  103호 (괴정동  리베라 아이누리),30,30170,127.388991,36.339482,대전,,,2021-12-31
오락실,퍼니랜드,대전광역시 서구 원도안로25번길 70  3층 (가수원동),30,30170,127.347178,36.308087,대전,,,2021-12-31
오락실,명품게임랜드,대전광역시 서구 월평로 65  3층 (월평동),30,30170,127.364424,36.356388,대전,,,2021-12-31
오락실,플러스게임랜드,대전광역시 서구 월평로 65  7층 (월평동),30,30170,127.364424,36.356388,대전,,,2021-12-31
오락실,퍼니랜드,대전광역시 서구 월평북로 81  1층 2호 (월평동),30,30170,127.377312,36.362467,대전,,,2021-12-31
볼링장,퍼펙트 볼링센타,대전광역시 서구 월평북로 90 3층,30,30170,127.378431,36.361905,대전,_,042-482-3900,2021-12-31
오락실,또 놀러와,대전광역시 서구 정림동로5번길 39 (정림동),30,30170,127.365522,36.306221,대전,,,2021-12-31
오락실,골드게임랜드,대전광역시 서구 정림서로 206  지하층 (정림동),30,30170,127.362673,36.306017,대전,,,2021-12-31
오락실,선사게임랜드,대전광역시 서구 청사서로 32  지하층 (월평동),30,30170,127.376891,36.360689,대전,,,2021-12-31
오락실,챔프오락실,대전광역시 서구 청사서로 40 (월평동),30,30170,127.37692,36.361338,대전,,,2021-12-31
볼링장,둔산볼링센터,대전광역시 서구 한밭대로 809,30,30170,127.388844,36.358308,대전,_,042-471-0925,2021-12-31
볼링장,에스케이월드볼링,대전광역시 서구 한밭대로 809,30,30170,127.388844,36.358308,대전,_,042-471-0923,2021-12-31
오락실,놀 게임랜드,대전광역시 서구 한밭대로570번길 32  2층 (월평동),30,30170,127.361823,36.35705,대전,,,2021-12-31
오락실,호박 게임랜드,대전광역시 유성구 계룡로 84  3층 (봉명동),30,30200,127.340001,36.353795,대전,,,2021-12-31
오락실,알프스게임하우스,대전광역시 유성구 계룡로105번길 20 (봉명동  케이타운),30,30200,127.343083,36.354217,대전,,,2021-12-31
오락실,플레이 게임랜드,대전광역시 유성구 계룡로105번길 63  지상4층 (봉명동),30,30200,127.343422,36.356337,대전,,,2021-12-31
오락실,로또 게임랜드,대전광역시 유성구 계룡로113번길 14 (봉명동),30,30200,127.344057,36.353718,대전,,,2021-12-31
오락실,몬과 친구들,대전광역시 유성구 계룡로132번길 10  112호 (봉명동  도안쎈트럴프라자),30,30200,127.344559,36.352243,대전,,,2021-12-31
오락실,조이게임,대전광역시 유성구 계룡로132번길 10  503호 (봉명동  도안센트럴 프라자),30,30200,127.344559,36.352243,대전,,,2021-12-31
오락실,조이게임랜드,대전광역시 유성구 계룡로141번길 29-25  7층 (봉명동),30,30200,127.344901,36.354038,대전,,,2021-12-31
오락실,Funny 놀이터 Zone,대전광역시 유성구 관평2로 7-9  102호 (관평동  아침햇살가득),30,30200,127.391842,36.42543,대전,,,2021-12-31
VR테마파크,VR PC카페,대전광역시 유성구 궁동로18번길 58 4층,30,30200,127.350501,36.362639,대전,,,2021-12-31
볼링장,팝볼링 노은점,대전광역시 유성구 노은로 144,30,30200,127.31849,36.372528,대전,_,042-489-7523,2021-12-31
오락실,씨네위 게임존,대전광역시 유성구 노은로 144  701호 (지족동),30,30200,127.31849,36.372528,대전,,,2021-12-31
오락실,더벙커 게임랜드,대전광역시 유성구 대학로 34-0  B107호 (봉명동  노블레스타워),30,30200,127.343009,36.356407,대전,,,2021-12-31
볼링장,매드블럭 볼링장,대전광역시 유성구 대학로 60 매드블럭 4층,30,30200,127.344237,36.358748,대전,_,042-826-9951,2021-12-31
오락실,게임타운,대전광역시 유성구 대학로151번길 28 (궁동),30,30200,127.350306,36.361971,대전,,,2021-12-31
오락실,로데오 게임랜드,대전광역시 유성구 대학로151번길 38  1층 (궁동),30,30200,127.350302,36.362386,대전,,,2021-12-31
오락실,한밭 게임랜드,대전광역시 유성구 덕명서로2번길 2-34 (덕명동),30,30200,127.301515,36.359074,대전,,,2021-12-31
오락실,10.4,대전광역시 유성구 봉산로 11  103 113호 (송강동),30,30200,127.387578,36.434538,대전,,,2021-12-31
볼링장,추목볼링장,대전광역시 유성구 신봉동 236-4,30,30200,127.339733,36.413149,대전,_,042-863-5787,2021-12-31
오락실,굿샷,대전광역시 유성구 엑스포로 17 (도룡동  꿈돌이동산 내),30,30200,127.382129,36.374731,대전,,,2021-12-31
오락실,목포 게임랜드,대전광역시 유성구 온천로 7 (봉명동),30,30200,127.338512,36.355868,대전,,,2021-12-31
오락실,원 게임랜드,대전광역시 유성구 온천서로 8-18  6층 (봉명동),30,30200,127.34035,36.354626,대전,,,2021-12-31
볼링장,대전월드컵볼링장,대전광역시 유성구 월드컵대로 32,30,30200,127.324477,36.364523,대전,_,042-822-3030,2021-12-31
오락실,고고게임랜드,대전광역시 유성구 유성대로646번길 61  3층 (구암동),30,30200,127.331892,36.350911,대전,,,2021-12-31
오락실,샛별게임장,대전광역시 유성구 유성대로720번길 30-1  1층 (장대동),30,30200,127.333699,36.357203,대전,,,2021-12-31
오락실,야사노 노은점,대전광역시 유성구 은구비남로33번길 47-8  1층 101호 (지족동),30,30200,127.318896,36.374567,대전,,,2021-12-31
오락실,놀이터,대전광역시 유성구 전민로70번길 21  1층 (전민동),30,30200,127.401513,36.39901,대전,,,2021-12-31
오락실,HK 엔터테인먼트,대전광역시 유성구 학하서로121번길 163  1층 (덕명동),30,30200,127.299862,36.348267,대전,,,2021-12-31
오락실,Fun&Song,대전광역시 유성구 학하서로121번길 81  101호 (덕명동  덕명빌딩),30,30200,127.297793,36.350391,대전,,,2021-12-31
오락실,럭키게임랜드,대전광역시 중구 계백로 1590  2층 (유천동),30,30140,127.396732,36.317982,대전,,,2021-12-31
볼링장,뉴스타 볼링장,대전광역시 중구 계백로 1625 벽산빌딩,30,30140,127.399739,36.319331,대전,_,042-537-9890,2021-12-31
오락실,홈런게임랜드,대전광역시 중구 대둔산로 420  1층 (산성동  광민빌딩),30,30140,127.387121,36.306595,대전,,,2021-12-31
오락실,대박이게임랜드,대전광역시 중구 대전천서로 475  중앙타워 10층 (은행동),30,30140,127.427276,36.330623,대전,,,2021-12-31
오락실,은행게임랜드,대전광역시 중구 대종로 506 (은행동),30,30140,127.425369,36.329433,대전,,,2021-12-31
볼링장,골드300,대전광역시 중구 대종로333번길 15 골드빌딩,30,30140,127.432757,36.315067,대전,_,042-252-8090,2021-12-31
오락실,짱오락실,대전광역시 중구 대종로480번길 26  1층 (은행동),30,30140,127.428076,36.327779,대전,,,2021-12-31
오락실,스타게임,대전광역시 중구 대종로480번길 43  1층 (은행동),30,30140,127.428841,36.328333,대전,,,2021-12-31
VR테마파크,스카이넷VR체험존,대전광역시 중구 대종로480번길 56,30,30140,127.429643,36.328354,대전,http://01034048541.wazzang.com/,010-3404-8541,2021-12-31
오락실,장수게임랜드,대전광역시 중구 대종로584번길 55  2층 (선화동),30,30140,127.42102,36.336154,대전,,,2021-12-31
오락실,짱게임랜드,대전광역시 중구 대종로594번길 31 (선화동),30,30140,127.419383,36.336047,대전,,,2021-12-31
오락실,우리게임랜드,대전광역시 중구 대흥로169번길 46 (대흥동),30,30140,127.429696,36.32712,대전,,,2021-12-31
오락실,놀러와 GAME ZONE,대전광역시 중구 문창로 112  1층 102  103호 (문창동),30,30140,127.431509,36.322938,대전,,,2021-12-31
오락실,인성청소년오락실,대전광역시 중구 부용로 5 (부사동),30,30140,127.431636,36.313043,대전,,,2021-12-31
오락실,아쿠아게임랜드,대전광역시 중구 유천로 60-1  2층 (유천동),30,30140,127.397856,36.31805,대전,,,2021-12-31
오락실,노리존게임파크,대전광역시 중구 중교로 87-1 (은행동),30,30140,127.429036,36.327495,대전,,,2021-12-31
오락실,토끼게임랜드,대전광역시 중구 중교로 97 (은행동),30,30140,127.430004,36.32768,대전,,,2021-12-31
볼링장,메가락볼링장,대전광역시 중구 중앙로 126 청정빌딩 301호,30,30140,127.424145,36.327679,대전,_,042-348-0322,2021-12-31
볼링장,핀플레이,대전광역시 중구 중앙로 160 밀라노21 5층,30,30140,127.427311,36.328947,대전,"http://instagram.com/pinplay_bowlingclub, https://www.facebook.com/%ED%95%80%ED%94%8C%EB%A0%88%EC%9D%B4-%EB%B3%BC%EB%A7%81-%ED%81%B4%EB%9F%BD-646633449122860/, http://blog.naver.com/pinplay9811",042-221-0404,2021-12-31
오락실,야게임랜드,대전광역시 중구 중앙로 171 (은행동),30,30140,127.428284,36.329853,대전,,,2021-12-31
볼링장,나사락볼링장,대전광역시 중구 중앙로122번길 31,30,30140,127.424434,36.326374,대전,_,042-257-0923,2021-12-31
오락실,쿵스,대전광역시 중구 중앙로156번길 16 (은행동  앤비백화점),30,30140,127.427094,36.328072,대전,,,2021-12-31
볼링장,쿵스 볼링클럽,대전광역시 중구 중앙로156번길 16 패션앤비 5층 쿵스볼링클럽,30,30140,127.427094,36.328072,대전,_,010-7534-1521,2021-12-31
VR테마파크,멜팅VR시네마 은행점,대전광역시 중구 중앙로164번길 21-6,30,30140,127.428462,36.32834,대전,,042-224-3613,2021-12-31
오락실,테크노게임랜드,대전광역시 중구 중앙로164번길 21-7 (은행동),30,30140,127.428505,36.32861,대전,,,2021-12-31
오락실,가오스게임장,대전광역시 중구 중앙로164번길 22-12  지하1층 (은행동),30,30140,127.427571,36.328363,대전,,,2021-12-31
VR테마파크,푸시존 은행점,대전광역시 중구 중앙로164번길 39,30,30140,127.428879,36.327756,대전,,1899-8771,2021-12-31
오락실,지니캐스팅,대전광역시 중구 중앙로164번길 48  1층 (은행동),30,30140,127.428614,36.327322,대전,,,2021-12-31
VR테마파크,VRZONE대전점,대전광역시 중구 중앙로170번길 23,30,30140,127.429072,36.328694,대전,"http://vr-zone.co.kr, http://www.facebook.com/vrzonekorea, http://www.instagram.com/vr_zone_http://blog.naver.com/vr-zone",070-5101-3348,2021-12-31
볼링장,제이에스볼링센터,대전광역시 중구 태평로 83,30,30140,127.393766,36.324122,대전,_,042-537-3400,2021-12-31
볼링장,삼성자동차퍼팩트볼링,부산광역시 강서구 르노삼성대로 61 한마음프라자 지하,26,26440,128.877081,35.094759,부산,http://010-3831-9934.okqr.co.kr/,010-3831-9934,2021-12-31
볼링장,명지 퍼펙트 락볼링,부산광역시 강서구 명지국제2로28번길 7 명지F&B빌딩 7층,26,26440,128.908188,35.094035,부산,"https://blog.naver.com/kdc4940, https://perfectbowling.modoo.at/",051-208-9960,2021-12-31
볼링장,백만스크린볼링,부산광역시 강서구 명지국제8로 266,26,26440,128.921772,35.097556,부산,http://www.instagram.com/2018_baek_man,051-203-8006,2021-12-31
볼링장,하비락볼링장,부산광역시 강서구 명지오션시티11로 66,26,26440,128.903164,35.08403,부산,"http://instagram.com/hobbyrock_ballingclub, http://band.us/@hobbyrock01",051-205-6657,2021-12-31
볼링장,레드락 볼링펍,부산광역시 강서구 명지오션시티11로 74,26,26440,128.904031,35.084087,부산,"https://m.blog.naver.com/mn2205?suggestAddBuddy=true, http://redrock.itrocks.kr/",051-204-1144,2021-12-31
오락실,무사,부산광역시 강서구 명지오션시티11로 74  107호 (명지동),26,26440,128.904031,35.084087,부산,,,2021-12-31
VR테마파크,VR플러스 명지점,부산광역시 강서구 명지오션시티4로 69,26,26440,128.90394,35.082781,부산,http://www.facebook.com/vrplusmyungji,051-271-0771,2021-12-31
오락실,진주오락실,부산광역시 금정구 금강로279번길 81-14 (장전동),26,26410,129.083153,35.235882,부산,,,2021-12-31
오락실,천빵노리터,부산광역시 금정구 금사로 93 (금사동),26,26410,129.112128,35.220909,부산,,,2021-12-31
오락실,큐티캣,부산광역시 금정구 금정로233번길 59 (구서동),26,26410,129.090984,35.247268,부산,,,2021-12-31
VR테마파크,VR플러스 부산대점,부산광역시 금정구 금정로60번길 24 해자빌딩 6층,26,26410,129.087473,35.229497,부산,,070-4065-7577,2021-12-31
오락실,게임하우스,부산광역시 금정구 금정로60번길 40 (장전동),26,26410,129.088382,35.229291,부산,,,2021-12-31
오락실,보우월드게임장,부산광역시 금정구 금정로60번길 48-2 (장전동),26,26410,129.088643,35.229117,부산,,,2021-12-31
오락실,남산 게임랜드,부산광역시 금정구 남산로 1 (남산동  대흥빌딩),26,26410,129.092146,35.2667,부산,,,2021-12-31
오락실,두꺼비게임장,부산광역시 금정구 부곡로42번길 38 (부곡동),26,26410,129.089921,35.219533,부산,,,2021-12-31
볼링장,오션락볼링센터,부산광역시 금정구 부산대학로 49 오션프라자 지하2층,26,26410,129.08566,35.231154,부산,_,051-582-0561,2021-12-31
오락실,장난감이야기(서동미로시장점),부산광역시 금정구 서동로 142-2  1층 (서동),26,26410,129.102108,35.215078,부산,,,2021-12-31
오락실,럭키게임랜드,부산광역시 금정구 서동로 158-2  3층 (서동),26,26410,129.103805,35.21463,부산,,,2021-12-31
오락실,스마트 게임랜드,부산광역시 금정구 서동로 195 (서동),26,26410,129.107853,35.214341,부산,,,2021-12-31
오락실,스타존게임월드,부산광역시 금정구 서동로104번길 3 (서동),26,26410,129.098369,35.216383,부산,,,2021-12-31
오락실,제니스게임랜드,부산광역시 금정구 서동로175번길 32  3층 (서동),26,26410,129.10749,35.215065,부산,,,2021-12-31
볼링장,라이프타운볼링장,부산광역시 금정구 서동로175번길 46,26,26410,129.108338,35.215256,부산,_,051-521-1777,2021-12-31
오락실,BBOKKI BAY,부산광역시 금정구 서동중심로 60-8 (서동),26,26410,129.103621,35.214046,부산,,,2021-12-31
오락실,스타게임존,부산광역시 금정구 서동중심로57번길 3  1층 (서동),26,26410,129.102983,35.214007,부산,,,2021-12-31
오락실,플레이샵,부산광역시 금정구 오시게로42번길 1 (부곡동),26,26410,129.087517,35.221268,부산,,,2021-12-31
오락실,우리동네놀이터,부산광역시 금정구 오시게로42번길 20  1층층 (부곡동),26,26410,129.088078,35.220541,부산,,,2021-12-31
오락실,플레이샵(온천장점),부산광역시 금정구 온천장로125번길 24 (장전동),26,26410,129.084089,35.222867,부산,,,2021-12-31
볼링장,크라운스트라이크,부산광역시 금정구 장전로12번길 55,26,26410,129.088107,35.230114,부산,_,051-518-7544,2021-12-31
오락실,타임존(Time Zone),부산광역시 금정구 장전온천천로 51  1층 117 118호 (장전동),26,26410,129.088815,35.229603,부산,,,2021-12-31
오락실,가족오락관,부산광역시 금정구 장전온천천로 51  테라스파크 1층 106호 (장전동),26,26410,129.088815,35.229603,부산,,,2021-12-31
볼링장,테라스 락 볼링장,부산광역시 금정구 장전온천천로 51 테라스파크 3층,26,26410,129.088815,35.229603,부산,_,051-517-2392,2021-12-31
오락실,도깨비,부산광역시 금정구 장전온천천로 63 (장전동),26,26410,129.088839,35.230621,부산,,,2021-12-31
오락실,가족오락관,부산광역시 금정구 중앙대로1719번길 61 (부곡동),26,26410,129.088779,35.237643,부산,,,2021-12-31
오락실,주식회사 펏스원 금정점,부산광역시 금정구 중앙대로1841번길 24 (주)이마트금정점 2층 (구서동),26,26410,129.090565,35.250418,부산,,,2021-12-31
오락실,GAME ZONE,부산광역시 금정구 체육공원로399번길 324 (두구동),26,26410,129.105308,35.29144,부산,,,2021-12-31
볼링장,기장볼링센타,부산광역시 기장군 기장읍 기장대로 516,26,26710,129.220724,35.241198,부산,_,_,2021-12-31
볼링장,기장자이안트,부산광역시 기장군 기장읍 기장대로 516,26,26710,129.220724,35.241198,부산,_,051-721-1955,2021-12-31
오락실,Fun&Fun GAME ZONE A,부산광역시 기장군 기장읍 기장해안로 147 (롯데몰동부산점),26,26710,129.212777,35.192216,부산,,,2021-12-31
오락실,Fun&Fun GAME ZONE B,부산광역시 기장군 기장읍 기장해안로 147 (롯데몰동부산점),26,26710,129.212777,35.192216,부산,,,2021-12-31
오락실,대박게임랜드,부산광역시 기장군 기장읍 차성남로65번길 4,26,26710,129.215611,35.241664,부산,,,2021-12-31
볼링장,동강볼링센타,부산광역시 기장군 기장읍 차성로 314 전자랜드21,26,26710,129.213976,35.245484,부산,_,051-722-6746~7,2021-12-31
오락실,놀러와게임랜드,부산광역시 기장군 기장읍 차성로249번길 6,26,26710,129.213046,35.239806,부산,,,2021-12-31
오락실,인싸 게임랜드,부산광역시 기장군 기장읍 차성로338번길 47  1층,26,26710,129.216504,35.247739,부산,,,2021-12-31
오락실,정관게임랜드,부산광역시 기장군 정관면 정관8로 19,26,26710,129.17818,35.322967,부산,,,2021-12-31
오락실,조아조아,부산광역시 기장군 정관읍 정관8로 8-15,26,26710,129.176911,35.322618,부산,,,2021-12-31
볼링장,정관락볼링장,부산광역시 기장군 정관읍 정관로 570 대한빌딩 7층,26,26710,129.175876,35.321042,부산,_,051-728-4222,2021-12-31
볼링장,우일볼링센타,부산광역시 남구 고동골로 66 우일레포츠,26,26290,129.071439,35.142882,부산,_,051-647-3724,2021-12-31
오락실,골드게임랜드,부산광역시 남구 동명로 126  지하1층 (용호동),26,26290,129.11074,35.119778,부산,,,2021-12-31
오락실,장난감 세상,부산광역시 남구 동명로 129  1층 (용호동),26,26290,129.111028,35.119955,부산,,,2021-12-31
오락실,못골게임랜드,부산광역시 남구 못골로12번길 75  1층 (대연동),26,26290,129.08777,35.135607,부산,,,2021-12-31
오락실,가챠(GACHA) 메트로점,부산광역시 남구 분포로 115  B동 108호 (용호동  힐탑탑플레이스),26,26290,129.112926,35.132061,부산,,,2021-12-31
볼링장,더윈드 볼링센터,부산광역시 남구 분포로 145 지하1층 B101호,26,26290,129.112596,35.133579,부산,_,051-628-3300,2021-12-31
볼링장,킴스볼링장,부산광역시 남구 석포로 116 대연볼링골프프라자,26,26290,129.091165,35.127689,부산,"http://instagram.com/kimsbowling, http://www.kimsbowling.com/",051-625-8703~4,2021-12-31
오락실,유엔게임랜드,부산광역시 남구 석포로 132-1 (대연동),26,26290,129.091872,35.1289,부산,,,2021-12-31
오락실,시티게임랜드,부산광역시 남구 수영로 26  101동 1층 102호 (문현동  대림시티프라자),26,26290,129.070496,35.136193,부산,,,2021-12-31
오락실,드림랜드,부산광역시 남구 수영로 305  스파크 5층 529호 (대연동),26,26290,129.09926,35.137315,부산,,,2021-12-31
볼링장,큐브락볼링장,부산광역시 남구 수영로 312 21세기센츄리시티건물,26,26290,129.100741,35.13732,부산,_,051-6100-6100,2021-12-31
오락실,갤러리,부산광역시 남구 수영로 313-1 (대연동),26,26290,129.10023,35.137685,부산,,,2021-12-31
오락실,D오락실,부산광역시 남구 수영로298번길 10  1층2층3층 (대연동),26,26290,129.09896,35.136263,부산,,,2021-12-31
오락실,무사,부산광역시 남구 수영로322번길 21 (대연동),26,26290,129.101811,35.13694,부산,,,2021-12-31
VR테마파크,VR FUN,부산광역시 남구 용소로13번길 10,26,26290,129.101276,35.136287,부산,http://www.vrfun.kr/,010-7712-0774,2021-12-31
오락실,모펀(MOFUN),부산광역시 남구 용소로13번길 13  4층 (대연동),26,26290,129.101281,35.136657,부산,,,2021-12-31
오락실,신대왕게임센터,부산광역시 남구 용소로13번길 6  지하1층 (대연동),26,26290,129.101132,35.136207,부산,,,2021-12-31
오락실,대왕게임센터,부산광역시 남구 용소로13번길 6 (대연동),26,26290,129.101132,35.136207,부산,,,2021-12-31
오락실,세븐게임랜드,부산광역시 남구 용소로28번길 15  유스빌딩 2층 (대연동),26,26290,129.099959,35.134695,부산,,,2021-12-31
오락실,엔터게임랜드,부산광역시 남구 용소로7번길 10 (대연동),26,26290,129.100976,35.13684,부산,,,2021-12-31
오락실,테크노게임랜드,부산광역시 남구 용소로7번길 16-1 (대연동),26,26290,129.10136,35.136863,부산,,,2021-12-31
오락실,네버랜드,부산광역시 남구 용소로7번길 28 (대연동),26,26290,129.101848,35.137247,부산,,,2021-12-31
오락실,스타야구연습장,부산광역시 남구 용소로7번길 33 (대연동),26,26290,129.101963,35.137597,부산,,,2021-12-31
VR테마파크,캠프VR 부산경대점,부산광역시 남구 용소로7번길 33 3층 캠프VR,26,26290,129.101963,35.137597,부산,"https://campvr.co.kr/, https://blog.naver.com/campvr, https://www.instagram.com/camp__vr/, https://www.facebook.com/campvr/",051-622-1931,2021-12-31
오락실,신나는 게임존,부산광역시 남구 용소로7번길 6-1  1층 (대연동),26,26290,129.100864,35.136652,부산,,,2021-12-31
오락실,엠케이스포츠,부산광역시 남구 용소로8번길 10  지하1층 (대연동  상우빌딩),26,26290,129.099699,35.136572,부산,,,2021-12-31
오락실,대박게임랜드,부산광역시 남구 용호로 191-1 (용호동),26,26290,129.111336,35.115157,부산,,,2021-12-31
오락실,히트게임랜드,부산광역시 남구 용호로198번길 5 (용호동),26,26290,129.110616,35.114632,부산,,,2021-12-31
볼링장,용호퍼펙트볼링장,부산광역시 남구 용호로42번길 14 현대비치아파트,26,26290,129.1085,35.126045,부산,_,051-628-6661,2021-12-31
오락실,평화게임랜드,부산광역시 남구 황령대로90번다길 8 (문현동),26,26290,129.068753,35.143916,부산,,,2021-12-31
오락실,애니콜게임랜드,부산광역시 동구 고관로 102  지하1층 (수정동),26,26170,129.045964,35.127935,부산,,,2021-12-31
오락실,드림박스(부산역점),부산광역시 동구 대영로243번길 103  1층 (초량동),26,26170,129.039795,35.11645,부산,,,2021-12-31
오락실,영게임랜드,부산광역시 동구 범일로102번길 16-6  2층층 (범일동),26,26170,129.060993,35.138711,부산,,,2021-12-31
오락실,OK게임랜드,부산광역시 동구 초량중로 70  202호 (초량동),26,26170,129.038958,35.117962,부산,,,2021-12-31
오락실,JYP 멀티코인샾,부산광역시 동구 초량중로 94  1층 (초량동),26,26170,129.040005,35.120036,부산,,,2021-12-31
오락실,부관훼리서비스주식회사 게임방,부산광역시 동구 충장대로 206 (초량동  부산항 국제여객터미널),26,26170,129.04875,35.120997,부산,,,2021-12-31
볼링장,스파볼링장,부산광역시 동래구 금강공원로 10-1 지하1층,26,26260,129.083509,35.218888,부산,_,051-553-0920,2021-12-31
볼링장,메가 락볼링장,부산광역시 동래구 명륜로129번길 20,26,26260,129.081288,35.205459,부산,_,051-555-5925,2021-12-31
오락실,천빵 노리터,부산광역시 동래구 명서로 166  1층 (명장동),26,26260,129.102378,35.208252,부산,,,2021-12-31
오락실,명장청소년 청소년게임장,부산광역시 동래구 명안로86번길 39 (명장동),26,26260,129.106648,35.203995,부산,,,2021-12-31
볼링장,삼성스포렉스 볼링장,부산광역시 동래구 명장로20번길 90 삼성타운 상가 제3동,26,26260,129.099819,35.202525,부산,_,051-532-0176~8,2021-12-31
오락실,킹콩청소년 오락실,부산광역시 동래구 명장로64번길 9-4 (명장동),26,26260,129.108022,35.2041,부산,,,2021-12-31
오락실,사직게임랜드,부산광역시 동래구 미남로 133  지하1층 (온천동),26,26260,129.069412,35.205997,부산,,,2021-12-31
오락실,사직게임랜드,부산광역시 동래구 미남로 81  2층 (온천동),26,26260,129.069491,35.201138,부산,,,2021-12-31
오락실,대서양게임랜드,부산광역시 동래구 반송로 348-2 (명장동 (2층)),26,26260,129.10453,35.209828,부산,,,2021-12-31
오락실,화신게임랜드,부산광역시 동래구 반송로339번길 13  2층 (명장동),26,26260,129.102953,35.209347,부산,,,2021-12-31
