ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FOND_MBY_VALUE,OPER_INSTT_NM,OPER_STLE_NM,TEL_NO,HMPG_ADDR,OPNNG_DE,TOTAR_VALUE,LRGE_THEAT_SEAT_CO_VALUE,LRGE_THEAT_AR_VALUE,MIDDL_THEAT_SEAT_CO_VALUE,MIDDL_THEAT_AR_VALUE,SMALL_THEAT_SEAT_CO_VALUE,SMALL_THEAT_AR_VALUE,PRFPLC_CO,DSPY_AR_CN,EDC_FCLTY_AR_VALUE,CNFRM_AR_CN,TSD_THEAT_ACEPTNC_NMPR_CO,TSD_THEAT_AR_VALUE,TOT_EMP_CO,SPCLTY_EMP_CO,PBLPRFR_DAY_CO,DSPY_DAY_CO,CHGD_ENTRN_CO,EMPR_CO,FYER_OPER_PRICE,PBLPRFR_INCME_PRICE,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDMSMC22N000000107,문화시설,문예회관,문화예술원 마루홀,경기,용인시 처인구,4146110300,삼가동,4146152600,삼가동,중부대로,경기 용인시 처인구 중부대로 1199,17019,다사714158,127.1779684,37.2408673,기초자치단체,용인문화재단,공공기관 위탁,031-260-3300,www.yicf.or.kr,2005.12.17,"7,178",,,,,286,"1,978",1,519,,,,,12,4,19,97,175,1208,"1,194",21,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000108,문화시설,문예회관,큰어울마당,경기,용인시 수지구,4146510100,풍덕천동,4146552000,풍덕천2동,문정로7번길,경기 용인시 수지구 문정로7번길 15,16841,다사641246,127.095499,37.3205248,기초자치단체,용인문화재단,공공기관 위탁,031-260-3300,www.yicf.or.kr,2006.09.07.,"13,647",,,607,328,,,,,,,,,6,4,,,"3,674",4965,378,75,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000109,문화시설,문예회관,의정부예술의전당,경기,의정부시,4115010100,의정부동,4115052000,의정부2동,의정로,경기 의정부시 의정로 1,11622,다사589705,127.0341291,37.7333846,기초자치단체,의정부문화재단,공공기관 위탁,031-828-5841,www.uac.or.kr,2001.04.06,"22,372","1,025","1,148",,,233,867,3,740,976,460,,,73,12,86,114,"10,098",86920,"7,913",569,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000110,문화시설,문예회관,이천아트홀,경기,이천시,4150010300,중리동,4150052000,중리동,부악로,경기 이천시 부악로 40,17379,다사942192,127.4350366,37.2721231,기초자치단체,이천문화재단,공공기관 위탁,031-636-2200,www.artic.or.kr,2009.06.08,"11,834","1,200","11,843",450,292,,,1,660,,,,,34,13,25,,"6,715",9879,"3,680",266,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000111,문화시설,문예회관,파주시민회관,경기,파주시,4148010100,금촌동,4148051000,금촌1동,시민회관길,경기 파주시 시민회관길 33,10932,다사366735,126.7807224,37.759193,기초자치단체,파주도시관광공사,공공기관 위탁,031-909-6201,www.pajuutc.or.kr,1994.09.27,"7,511",,,"497,302","3671.71,2570.78",,,1,112,,,500,922,9,2,7,5,170,55760,87,7,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000112,문화시설,문예회관,문산행복센터,경기,파주시,4148025023,문산읍 선유리,4148025000,문산읍,통일로,경기 파주시 문산읍 통일로 1680,10813,다사376843,126.7910155,37.8567514,기초자치단체,파주도시관광공사,공공기관 위탁,031-909-6242,www.pajuutc.or.kr,2011.05.02,"17,784",,,463,"1,160",100,230,,,,,,,13,3,19,,315,3982,127,8.8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000113,문화시설,문예회관,운정행복센터,경기,파주시,4148012200,와동동,4148055000,운정1동,와석순환로,경기 파주시 와석순환로 415,10894,다사340696,126.7515033,37.724104,기초자치단체,파주도시관광공사,공공기관 위탁,031-909-6243,www.pajuutc.or.kr,2013.05.02,"29,311",,,536,"1,703",200,592,,,,,,,12,2,79,,"3,711",37898,224,21,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000114,문화시설,문예회관,솔가람아트홀,경기,파주시,4148012200,와동동,4148055000,운정1동,가람로116번길,경기 파주시 가람로116번길 170,10895,다사350703,126.7633962,37.7305123,기초자치단체,파주도시관광공사,공공기관 위탁,031-909-6244,www.pajuutc.or.kr,2014.04.28,"3,862",,,300,428,,,,,,,,,3,3,37,,816,3914,111,10,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000115,문화시설,문예회관,남부문화예술회관,경기,평택시,4122011800,비전동,4122063000,비전2동,중앙로,경기 평택시 중앙로 277,17901,다바656881,127.1140857,36.9911342,기초자치단체,평택시문화재단,공공기관 위탁,031-8053-3515,www.pccf.or.kr,1993.11.02,"11,328",,,606,"1,062,440.59",256,"246,51.84",1,310,,132,,,7,4,145,133,"2,209",14907,"1,648",31.7,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000116,문화시설,문예회관,서부문화예술회관,경기,평택시,4122025322,안중읍 학현리,4122025300,안중읍,서동대로,경기 평택시 안중읍 서동대로 1531,17816,다바484881,126.9201524,36.9901366,기초자치단체,평택시문화재단,공공기관 위탁,031-8053-3594,www.pccf.or.kr,1991.10.29,"18,495",,,768,"275.27,750.27",168,"23.8,171.82",,,,,,,6,3,91,,"1,210",5880,"1,082",13,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000117,문화시설,문예회관,북부문화예술회관,경기,평택시,4122010100,서정동,4122052000,서정동,경기대로,경기 평택시 경기대로 1366,17730,다바613964,127.0650909,37.0658116,기초자치단체,평택시문화재단,공공기관 위탁,031-8053-3573,www.pccf.or.kr,1991.12.07,"6,600",,,631,"1,696",282,486,1,330,,,,,6,3,57,50,368,16240,884,9,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000118,문화시설,문예회관,포천반월아트홀,경기,포천시,4165031028,군내면 하성북리,4165031000,군내면,청성로,경기 포천시 군내면 청성로 111,11151,다사747885,127.2124184,37.8961086,기초자치단체,포천도시공사,공공기관 위탁,031-535-3617,www.pcuc.kr,2003.10.18,"10,945",,,910,845,257,246,1,485,,128,,,13,5,10,,"1,200",4540,"1,011",51,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000119,문화시설,문예회관,하남문화재단,경기,하남시,4145010800,덕풍동,4145056000,덕풍3동,신평로,경기 하남시 신평로 125,12934,다사741495,127.2068381,37.5447542,기초자치단체,하남문화재단,공공기관 위탁,031-790-7979,www.hnart.or.kr,2007.05.11,"8,707",,,911,690,367,340,1,317,149,,200,632,54,21,158,50,"17,513",101925,"8,514",9162,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000120,문화시설,문예회관,동탄복합문화센터,경기,화성시,4159012700,반송동,4159058500,동탄1동,노작로,경기 화성시 노작로 134,18459,다사622114,127.0751221,37.2006876,기초자치단체,화성시문화재단,공공기관 위탁,031-290-4644,www.hcf.or.kr/art/167,2010.12.17,"28,453",,,548,903,,,2,356,67,169,598,696,153,20,21,212,"3,875",52039,"2,905",150,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000121,문화시설,문예회관,유앤아이센터,경기,화성시,4159011700,병점동,4159053000,병점1동,태안로,경기 화성시 태안로 145,18372,다사585116,127.0332029,37.2029659,기초자치단체,"여성가족청소년재단,(화성아트홀은 화성시문화재단)",공공기관 위탁,031-267-8800,www.hcf.or.kr/art/174,2009.03.05,"280,670",,,682,"2,203",,,,,"1,598",179,,,153,1,,,,,47,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000122,문화시설,문예회관,모두누림센터,경기,화성시,4159026221,남양읍 남양리,4159026200,남양읍,시청로,경기 화성시 남양읍 시청로 155,18274,다사404113,126.8286672,37.1989033,기초자치단체,"여성가족청소년재단,(누림아트홀은 화성시문화재단)",공공기관 위탁,031-350-4300,www.hcf.or.kr/art/182,2016.11.15,"20,647",,,392,"1,632",,,,,"1,916",154,,,153,3,12,,880,1569,817,10,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000123,문화시설,문예회관,가평문화예술회관,경기,가평군,4182025022,가평읍 대곡리,4182025000,가평읍,문화로,경기 가평군 가평읍 문화로 131,12416,라사005806,127.5061252,37.8254311,기초자치단체,가평군시설관리공단,공공기관 위탁,031-8078-8077,www.gpfmc.or.kr/sub2/sub2_1-1.php,1998.07.11,"4,801",,,641,873,,,1,290,238,113,,,2,2,23,30,380,3667,265,8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000124,문화시설,문예회관,연천수레울아트홀,경기,연천군,4180025025,연천읍 옥산리,4180025000,연천읍,문화로,경기 연천군 연천읍 문화로 150,11012,다아631119,127.0797463,38.1071246,기초자치단체,연천군시설관리공단,공공기관 위탁,031-834-3770,yccs.or.kr,2011.04.20,"5,225",,,580,976,166,327,1,63,194,181,,,13,5,15,230,"4,864",7437,"1,280",99,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000125,문화시설,문예회관,강릉아트센터,강원,강릉시,4215011000,교동,4215056000,교2동,종합운동장길,강원 강릉시 종합운동장길 84,25474,마사228755,128.8954013,37.7716446,기초자치단체,강릉시,지자체 직영,033-660-6800,www.gn.go.kr/artscenter,2017.12.05,"14,643",,,998,"1,679",385,735,3,949,119,83,,,14,6,82,238,"1,316",23058,980,164,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000126,문화시설,문예회관,강릉단오제전수교육관,강원,강릉시,4215012100,노암동,4215061500,강남동,단오장길,강원 강릉시 단오장길 1,25586,마사229729,128.8950411,37.7482018,기초자치단체,강릉시,지자체 직영,033-660-3940~4,www.gn.go.kr/dano/,2004.02.19,"4,165",,,453,"1,952",,,1,294,346,,,,5,2,16,,494,6259,470,11.4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000127,문화시설,문예회관,동해문화예술회관,강원,동해시,4217010100,천곡동,4217051000,천곡동,평원로,강원 동해시 평원로 15,25755,마사427486,129.1152394,37.5264492,기초자치단체,동해시,지자체 직영,033-530-2115,htt//:dh.go.kr,1995.03.02,"5,247",,,570,756,200,230,2,157,,,983,"1,152",7,3,14,89,,6220,380,0.724,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000128,문화시설,문예회관,삼척문화예술회관,강원,삼척시,4223011900,성남동,4223057000,성내동,엑스포로,강원 삼척시 엑스포로 45,25919,마사468390,129.1601383,37.4389633,기초자치단체,삼척시,지자체 직영,033-572-1331,www.samcheok.go.kr,1994.06.04,"5,714",,,932,"3,978",248,648,3,372,,,"1,598","1,279",9,4,26,43,"2,465",10319,"1,013",27.3,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000129,문화시설,문예회관,속초문화예술회관,강원,속초시,4221010100,영랑동,4221051000,영랑동,번영로,강원 속초시 번영로 155,24821,라아952241,128.5883724,38.2130461,기초자치단체,속초시,지자체 직영,033-639-2254,www.sokcho.go.kr/culture,1990.10.10,"2,987",,,579,264,,,1,220,,,,,7,3,56,96,"4,213",10730,705,76,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000130,문화시설,문예회관,치악예술관,강원,원주시,4213010600,명륜동,4213054100,명륜1동,서원대로,강원 원주시 서원대로 331,26447,라사393263,127.9446056,37.3354371,기초자치단체,원주문화재단,공공기관 위탁,033-763-9114,www.wcf.or.kr,1994.05.04,"7,808",,,660,"1,286",,,1,556,,,744,554,31,5,78,183,"13,499",19867,"1,189",41,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000131,문화시설,문예회관,원주백운아트홀,강원,원주시,4213011500,무실동,4213066000,무실동,시청로,강원 원주시 시청로 1,26384,라사371270,127.9197228,37.341925,기초자치단체,원주시,지자체 직영,033-737-3820,www.wonju.go.kr/baekunart,2007.11.21,"6,413",,,972,"6,413",,,,,,,,,5,4,29,,,7150,350,10,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000132,문화시설,문예회관,춘천문화예술회관,강원,춘천시,4211011200,효자동,4211062000,효자1동,효자상길5번길,강원 춘천시 효자상길5번길 13,24336,라사201858,127.7293405,37.8726158,기초자치단체,춘천문화재단,공공기관 위탁,033-259-5848,www.cccf.or.kr,1993.04.10,"9,783",,,940,"1,698",,,1,756,360,166,"2,000",347,68,11,74,132,"14,140",30923,"2,979",238,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000133,문화시설,문예회관,춘천인형극장,강원,춘천시,4211011900,사농동,4211070500,신사우동,영서로,강원 춘천시 영서로 3017,24235,라사193912,127.7201045,37.9210163,기초자치단체,춘천인형극제,민간기관 위탁,033-242-8452,www.cocobau.com,2000.12.27,"3,541",,,485,"3,541",,,1,712,201,,500,109,16,7,107,12,"3,146",6810,825,59,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000134,문화시설,문예회관,태백문화예술회관,강원,태백시,4219010100,황지동,4219051500,황지동,고원로,강원 태백시 고원로 203,26009,마사321091,128.9880394,37.1719606,기초자치단체,태백시,지자체 직영,033-550-2781,www.taebaek.go.kr,2003.07.25,"6,834",,,786,"5,500",224,808,2,364,122,,640,525,10,3,6,133,"1,783",22619,833,14.5,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000135,문화시설,문예회관,고성군문화복지센터,강원,고성군,4282025333,거진읍 송포리,4282025300,거진읍,자산천로,강원 고성군 거진읍 자산천로 240,24722,라아831488,128.4525175,38.4361129,기초자치단체,고성군,지자체 직영,033-680-3366,없음,2005.12.08,775,,,,,282,775,,,,,,,1,,1,,,358,,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000136,문화시설,문예회관,양구문화복지센터,강원,양구군,4280025021,양구읍 상리,4280025000,양구읍,비봉로73번길,강원 양구군 양구읍 비봉로73번길 52,24521,라아424122,127.9839223,38.1090101,기초자치단체,양구군,지자체 직영,033-480-2584,없음,2000.11.16,"1,835",309,,309,491,,,2,273,460,124,,,2,,24,3,,4840,40,47,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000137,문화시설,문예회관,양구문예회관,강원,양구군,4280025021,양구읍 상리,4280025000,양구읍,비봉로73번길,강원 양구군 양구읍 비봉로73번길 52-1,24521,라아424122,127.9838241,38.1094051,기초자치단체,양구군,지자체 직영,033-480-2584,없음,2018.02.09,"2,864",,,142,359,59,157,,,,809,,,1,,,,,,120,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000138,문화시설,문예회관,양양군문화복지회관,강원,양양군,4283025025,양양읍 연창리,4283025000,양양읍,일출로,강원 양양군 양양읍 일출로 540,25031,라아988090,128.6267548,38.0763937,기초자치단체,양양군,지자체 직영,033-670-2348,없음,2004.12.23,"5,188",,,435,883,,,1,158,163,155,,,2,1,19,56,,3756,223,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000139,문화시설,문예회관,영월문화예술회관,강원,영월군,4275025021,영월읍 영흥리,4275025000,영월읍,단종로,강원 영월군 영월읍 단종로 24,26227,라사859101,128.4681825,37.1860955,기초자치단체,영월문화재단,공공기관 위탁,033-375-6353,www.ywcf.or.kr,2001.01.09,466,,,394,361,,,2,697,,140,,,11,,65,121,,18537,155,4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000140,문화시설,문예회관,하늘내린센터,강원,인제군,4281025022,인제읍 남북리,4281025000,인제읍,비봉로44번길,강원 인제군 인제읍 비봉로44번길 100,24624,라아583069,128.164952,38.0606741,기초자치단체,인제군문화재단,공공기관 위탁,033-460-8951,www.injeart.or.kr,2009.08.06,"13,656",,,686,"5,015",,,1,235,,268,,,34,8,14,43,924,11210,"2,031",14,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000141,문화시설,문예회관,정선문화예술회관,강원,정선군,4277025021,정선읍 봉양리,4277025000,정선읍,봉양3길,강원 정선군 정선읍 봉양3길 17,26131,마사027318,128.6602286,37.3802644,기초자치단체,정선군,지자체 직영,033-560-2567,www.jeongseon.go.kr,1993.10.09,"3,120",,,,,303,514,,,,,,,6,1,,,,,40,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000142,문화시설,문예회관,아리랑센터 아리랑홀,강원,정선군,4277025024,정선읍 애산리,4277025000,정선읍,애산로,강원 정선군 정선읍 애산로 51,26125,마사037314,128.671536,37.3763838,기초자치단체,"재단법인 ,정선아리랑문화재단",공공기관 위탁,033-560-3019,www.jacf.or.kr,2016.05.13,"7,186",,,612,"1,378",,,,,,67,,,6,3,78,1,,8778,602,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000143,문화시설,문예회관,화강문화센터,강원,철원군,4278031022,서면 와수리,4278031000,서면,약수로,강원 철원군 서면 약수로 3,24057,다아936271,127.4274699,38.2450631,기초자치단체,철원문화재단,공공기관 위탁,033-458-9920,hwagang.or.kr,2010.06.18,"1,892",,,348,582,,,,,259,34,105,229,3,,16,30,676,2991,385,10,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000144,문화시설,문예회관,평창문화예술회관,강원,평창군,4276025025,평창읍 종부리,4276025000,평창읍,문화예술길,강원 평창군 평창읍 문화예술길 51,25377,라사788295,128.3909698,37.3615646,기초자치단체,평창군,지자체 직영,033-330-2171,없음,1999.10.05,"4,196",,,454,624,200,297,1,233,,,200,645,4,,,,,3295,169,2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000145,문화시설,문예회관,홍천문화예술회관,강원,홍천군,4272025024,홍천읍 갈마곡리,4272025000,홍천읍,설악로,강원 홍천군 홍천읍 설악로 1792,25150,라사348655,127.8954715,37.6889674,기초자치단체,홍천문화재단,공공기관 위탁,033-439-5800,www.hccf.or.kr/,1995.01.07,"3,878",,,497,955,,,1,228,216,123,,,19,2,40,78,"1,788",15136,440,17,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000146,문화시설,문예회관,화천문화예술회관,강원,화천군,4279025022,화천읍 하리,4279025000,화천읍,상승로,강원 화천군 화천읍 상승로 91,24117,라아179120,127.7047633,38.1087191,기초자치단체,화천군,지자체 직영,033-440-4512,없음,1996.12.07,"5,932",,,493,671,144,213,1,88,,,,,5,,6,7,,660,151,1.24,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000147,문화시설,문예회관,횡성문화예술회관,강원,횡성군,4273025022,횡성읍 읍하리,4273025000,횡성읍,문예로,강원 횡성군 횡성읍 문예로 75,25236,라사420433,127.9751991,37.4886377,기초자치단체,횡성군,지자체 직영,033-340-5971,없음,2013.12.18,"4,237",,,652,995,85,128,1,113,,70,,,7,2,29,53,,8210,"1,425",,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000148,문화시설,문예회관,제천시문화회관,충북,제천시,4315010900,화산동,4315060500,화산동,의림대로6길,충북 제천시 의림대로6길 32,27184,라사631037,128.2106102,37.1304793,기초자치단체,제천시 시설관리사업소,지자체 직영,043-641-5552,www.jecheon.go.kr,1985.02.29.,"4,160",,,660,818,,,,,,137,,,3,3,20,,"1,112",3532,468,7,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000149,문화시설,문예회관,청주예술의전당,충북,청주시 서원구,4311210100,사직동,4311251000,사직1동,흥덕로,충북 청주시 서원구 흥덕로 69,28559,다바972493,127.4696761,36.6420996,기초자치단체,청주시,지자체 직영,043-201-2302,www.cheongju.go.kr/ac/index.do,1995.04.10.,"19,812","1,508","6,156",,,296,"1,506",3,"2,009",,464,,,36,3,161,80,"38,000",69100,"4,135",207,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000150,문화시설,문예회관,청주아트홀,충북,청주시 서원구,4311210100,사직동,4311251000,사직1동,예체로,충북 청주시 서원구 예체로 118-1,28565,다바972487,127.4694599,36.6369326,기초자치단체,청주시,지자체 직영,043-201-2302,www.cheongju.go.kr/ac/index.do,1979.05.01.,"3,000",,,710,283,,,,,283,,,,5,3,85,,"16,000",20000,"2,925",60,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000151,문화시설,문예회관,충주시문화회관,충북,충주시,4313010100,성내동,4313051500,성내.충인동,중앙로,충북 충주시 중앙로 128,27388,라바389858,127.9372208,36.9706187,기초자치단체,청주시,지자체 직영,043-850-3911,www.chungju.go.kr/culture,1985.10.09,"5,753",,,889,"2,212",,,2,546,,,,,5,3,105,293,"6,250",36790,792,2.6,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000152,문화시설,문예회관,괴산문화예술회관,충북,괴산군,4376025021,괴산읍 동부리,4376025000,괴산읍,읍내로,충북 괴산군 괴산읍 읍내로 266,28033,라바262676,127.793853,36.8068695,기초자치단체,괴산군,지자체 직영,043-830-2686,www.goesan.go.kr,1989.04.13.,"3,216",,,477,"1,727",,,,,,,,,1,,22,,,3090,300,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000153,문화시설,문예회관,단양문화예술회관,충북,단양군,4380025025,단양읍 별곡리,4380025000,단양읍,중앙1로,충북 단양군 단양읍 중앙1로 32,27010,라바772878,128.3682771,36.9855561,기초자치단체,단양군,지자체 직영,043-420-2557,www.dy21.net,1986.04.15.,"3,195",,,498,"1,582",,,,,,,,,2,,6,,,2150,27,0.5,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000154,문화시설,문예회관,보은문화예술회관,충북,보은군,4372025031,보은읍 이평리,4372025000,보은읍,뱃들로,충북 보은군 보은읍 뱃들로 54,28936,라바200321,127.7241379,36.4869463,기초자치단체,보은군,지자체 직영,043-540-3755,,1994.10.25,"4,590",,,621,"1,120",,,,,,,,,2,,11,,,3250,240,2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000155,문화시설,문예회관,영동복합문화예술회관,충북,영동군,4374025027,영동읍 매천리,4374025000,영동읍,영동힐링로,충북 영동군 영동읍 영동힐링로 117,29151,라마257955,127.7865137,36.1563534,기초자치단체,영동군,지자체 직영,043-740-3207,www.yd21.go.kr/artcenter,2019.04.26,"4,595",,,441,927,,,1,185,666,,,,4,,,,,2200,253,1,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000156,문화시설,문예회관,옥천문화예술회관,충북,옥천군,4373025022,옥천읍 문정리,4373025000,옥천읍,문정1길,충북 옥천군 옥천읍 문정1길 32,29039,라바066118,127.5741229,36.3037602,기초자치단체,옥천군,지자체 직영,043-730-4891~2,www.ocac.go.kr,2008.05.16,"2,990",,,478,935,,,1,80,,,,,3,3,38,,"1,159",4210,769,7,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000157,문화시설,문예회관,음성문화예술회관,충북,음성군,4377025021,음성읍 읍내리,4377025000,음성읍,예술로,충북 음성군 음성읍 예술로 102,27692,라바160814,127.6806046,36.9315225,기초자치단체,음성군,지자체 직영,043-871-5949,www.esart.go.kr,2008.09.27.,"7,290",,,600,916,,,1,153,54,,,,7,4,8,,963,2957,"1,116",46.7,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000158,문화시설,문예회관,증평문화회관,충북,증평군,4374525031,증평읍 연탄리,4374525000,증평읍,삼보로,충북 증평군 증평읍 삼보로 28,27919,라바062653,127.5699225,36.7859942,기초자치단체,증평군,지자체 직영,043-835-4763,www.jp.go.kr,1992.11.07,"3,307",,,492,764,,,,,,,,,1,,13,,,1437,196,2.741,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000159,문화시설,문예회관,화랑관,충북,진천군,4375025021,진천읍 교성리,4375025000,진천읍,문화로,충북 진천군 진천읍 문화로 69-4,27841,다바946723,127.4401378,36.849551,기초자치단체,진천군 시설관리사업소,지자체 직영,043-539-7692,,2003.06.21.,"4,697",,,420,"1,286",,,,,,,,,5,,13,,,4800,48,23,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000160,문화시설,문예회관,계룡문화예술의전당,충남,계룡시,4425031522,엄사면 유동리,4425031500,엄사면,문화1로,충남 계룡시 엄사면 문화1로 13,32829,다바761084,127.2341481,36.2729241,기초자치단체,계룡시,지자체 직영,042-840-3707,www.gyeryong.go.kr/ac,2011.06.17.,"9,463",,,718,"4,095",152,386,1,318,124,36,,,21,3,31,71,"1,104",16881,"2,906",25,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000161,문화시설,문예회관,공주문예회관,충남,공주시,4415010700,웅진동,4415054000,웅진동,고마나루길,충남 공주시 고마나루길 5,32535,다바652292,127.1117237,36.4601776,기초자치단체,공주문화재단,공공기관 위탁,041-852-0858,acc.gongju.go.kr,1990.11.19.,"3,825",,,629,595,106,144,,,,,,,7,5,89,,"15,321",17111,"1,003",72.2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
